"","sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"1","output.wav","0",20,0.19090163058031,0.0576324627939587,0.217822349570201,0.128166189111748,0.232464183381089,0.104297994269341,2.64292791444556,10.7167568550999,0.8909644624562,0.27550082685459,0.225644699140401,0.19090163058031,0,0.119772942254223,0.044321608040201,0.273913043478261,0.424038461538462,0,1.356591796875,1.356591796875,0.0821661998132586
