"","sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"1","intro.wav","0",20,0.251817505070774,0.0381169511640519,0.264316309719934,0.25163097199341,0.271235584843493,0.0196046128500824,4.32055979458502,24.56572724551,0.779576111950496,0.145007664569709,0.266392092257002,0.251817505070774,0,0.210205727325604,0.0442326980942828,0.279113924050633,0.743221768465909,0,4.672705078125,4.672705078125,0.0595478110599078
